id,name,dealDate,dealType,dealType2,dealSize,postValuation,dealSynopsis,dealStatus,dealFinancingStatus,dealBusinessStatus,primaryIndustryCode,verticals,description,hqLocation,companyWebsite,investor,company_id,investor_id
1869,Jamix (San Francisco),27-Feb-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of pre-seed funding in a deal led by Audacious Ventures in February 27,2024. Keith Peiris, Christopher Prucha, Oleg Rogynskyy, Nate Smith, Bobby Lo, Zac Altman, Nishant Patel and Neha Sampat also participated in the round. The funds will be used to offer a new solution in the AI assistant market for companies looking to enhance productivity while maintaining strict data security standards.",Completed,Venture Capital-Backed,Startup,Business/Productivity Software,Artificial Intelligence & Machine Learning,"Developer of a model-agnostic artificial intelligence (AI) assistant platform designed to enhance workplace productivity. The company's platform aims to address key concerns surrounding data security in the integration of AI into workplace operations as well as works with open-source AI models to allow enterprise customers to run the AI assistant on their private clouds or on-premises, enabling businesses to leverage the effective and cost-efficient AI models without being constrained to a single provider, facilitating easy adaptation to new technologies and users to search and interact with the knowledge in their organizations and automate their tasks.","San Francisco, CA",www.jamix.ai,Oleg Rogynskyy,427,2303
1870,Jamix (San Francisco),27-Feb-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of pre-seed funding in a deal led by Audacious Ventures in February 27,2024. Keith Peiris, Christopher Prucha, Oleg Rogynskyy, Nate Smith, Bobby Lo, Zac Altman, Nishant Patel and Neha Sampat also participated in the round. The funds will be used to offer a new solution in the AI assistant market for companies looking to enhance productivity while maintaining strict data security standards.",Completed,Venture Capital-Backed,Startup,Business/Productivity Software,Artificial Intelligence & Machine Learning,"Developer of a model-agnostic artificial intelligence (AI) assistant platform designed to enhance workplace productivity. The company's platform aims to address key concerns surrounding data security in the integration of AI into workplace operations as well as works with open-source AI models to allow enterprise customers to run the AI assistant on their private clouds or on-premises, enabling businesses to leverage the effective and cost-efficient AI models without being constrained to a single provider, facilitating easy adaptation to new technologies and users to search and interact with the knowledge in their organizations and automate their tasks.","San Francisco, CA",www.jamix.ai,Zac Altman,427,
1871,JARS AI,01-Feb-2024,Seed Round,Seed Round,3.00,,The company raised $3 million of seed funding in a deal led by Gradient Ventures in February 2024. Bessemer Venture Partners and South Park Commons also participated in the round. The funds will be used for using generative AI for fun consumer experiences.,Completed,Venture Capital-Backed,Generating Revenue,Entertainment Software,Artificial Intelligence & Machine Learning,"Developer of a web-based platform intended for creating personalized shows using several large language models. The company's platform builds interactive shows driven by generative storytelling artificial intelligence that turns social chat prompts into 2-3 minute episodes in real-time, enabling consumers to enjoy episodes based on submissions shared in a live chat.","San Francisco, CA",www.jars.ai,Bessemer Venture Partners,504,9472
1872,JARS AI,01-Feb-2024,Seed Round,Seed Round,3.00,,The company raised $3 million of seed funding in a deal led by Gradient Ventures in February 2024. Bessemer Venture Partners and South Park Commons also participated in the round. The funds will be used for using generative AI for fun consumer experiences.,Completed,Venture Capital-Backed,Generating Revenue,Entertainment Software,Artificial Intelligence & Machine Learning,"Developer of a web-based platform intended for creating personalized shows using several large language models. The company's platform builds interactive shows driven by generative storytelling artificial intelligence that turns social chat prompts into 2-3 minute episodes in real-time, enabling consumers to enjoy episodes based on submissions shared in a live chat.","San Francisco, CA",www.jars.ai,Gradient Ventures,504,9569
1873,JARS AI,01-Feb-2024,Seed Round,Seed Round,3.00,,The company raised $3 million of seed funding in a deal led by Gradient Ventures in February 2024. Bessemer Venture Partners and South Park Commons also participated in the round. The funds will be used for using generative AI for fun consumer experiences.,Completed,Venture Capital-Backed,Generating Revenue,Entertainment Software,Artificial Intelligence & Machine Learning,"Developer of a web-based platform intended for creating personalized shows using several large language models. The company's platform builds interactive shows driven by generative storytelling artificial intelligence that turns social chat prompts into 2-3 minute episodes in real-time, enabling consumers to enjoy episodes based on submissions shared in a live chat.","San Francisco, CA",www.jars.ai,South Park Commons,504,8301
1874,Medzown,21-Feb-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding from Govo Venture Partners and other undisclosed investors on February 21, 2024.",Completed,Venture Capital-Backed,Startup,Managed Care,Oncology,"Operator of precision medicine management services intended to bridge the gap between patients with cancer, complex or rare diseases, and treatments. The company uses advanced analytics and expertise to match patients with treatments, including clinical trials, helping patients to get the right diagnosis and treatment at the right time and cost","Jupiter, FL",medzown.com,Govo Venture Partners,429,1504
1875,Mineral Forecast,26-Feb-2024,Seed Round,Seed Round,3.00,12.00,"The company raised $3 million of seed funding from Alumni Ventures, Spider Capital and Techstars on February 26, 2024, putting the company's pre-money valuation at $9 million.",Completed,Venture Capital-Backed,Generating Revenue,Media and Information Services (B2B),"Artificial Intelligence & Machine Learning, Big Data, CleanTech","Developer of a drilling support system designed to digitally transform the world of mineral exploration. The company allows to quantitatively rank where to make the next drill holes of an exploration project through the use of artificial intelligence in the exploration data which helps to discover resources faster, enabling mining companies to save the cost of a drilling campaign and improving drilling success.","Las Condes, Chile",www.mineralforecast.com,Alumni Ventures,431,9387
1876,Mineral Forecast,26-Feb-2024,Seed Round,Seed Round,3.00,12.00,"The company raised $3 million of seed funding from Alumni Ventures, Spider Capital and Techstars on February 26, 2024, putting the company's pre-money valuation at $9 million.",Completed,Venture Capital-Backed,Generating Revenue,Media and Information Services (B2B),"Artificial Intelligence & Machine Learning, Big Data, CleanTech","Developer of a drilling support system designed to digitally transform the world of mineral exploration. The company allows to quantitatively rank where to make the next drill holes of an exploration project through the use of artificial intelligence in the exploration data which helps to discover resources faster, enabling mining companies to save the cost of a drilling campaign and improving drilling success.","Las Condes, Chile",www.mineralforecast.com,Spider Capital,431,6599
1877,Mineral Forecast,26-Feb-2024,Seed Round,Seed Round,3.00,12.00,"The company raised $3 million of seed funding from Alumni Ventures, Spider Capital and Techstars on February 26, 2024, putting the company's pre-money valuation at $9 million.",Completed,Venture Capital-Backed,Generating Revenue,Media and Information Services (B2B),"Artificial Intelligence & Machine Learning, Big Data, CleanTech","Developer of a drilling support system designed to digitally transform the world of mineral exploration. The company allows to quantitatively rank where to make the next drill holes of an exploration project through the use of artificial intelligence in the exploration data which helps to discover resources faster, enabling mining companies to save the cost of a drilling campaign and improving drilling success.","Las Condes, Chile",www.mineralforecast.com,Techstars,431,9382
1878,MoldCo,01-Jan-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding from Night Ventures, Conscience and Boost VC on an undisclosed date. Starship Ventures, Sunflower Fund, Bleu Capital, Behind Genius Ventures, SALT, and Moth Fund also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Internet Retail,E-Commerce,"Operator of a retail platform intended to sell household and health products online. The company products help to purify mold, mycotoxins, actinobacteria, endotoxins, dust, dander, pollen, smoke, bacteria, and viruses from the environment, enabling customers to reduce mold-related illness.","Boston, MA",www.themoldco.com,Behind Genius Ventures,432,3179
1879,MoldCo,01-Jan-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding from Night Ventures, Conscience and Boost VC on an undisclosed date. Starship Ventures, Sunflower Fund, Bleu Capital, Behind Genius Ventures, SALT, and Moth Fund also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Internet Retail,E-Commerce,"Operator of a retail platform intended to sell household and health products online. The company products help to purify mold, mycotoxins, actinobacteria, endotoxins, dust, dander, pollen, smoke, bacteria, and viruses from the environment, enabling customers to reduce mold-related illness.","Boston, MA",www.themoldco.com,Bleu Capital,432,4422
1880,MoldCo,01-Jan-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding from Night Ventures, Conscience and Boost VC on an undisclosed date. Starship Ventures, Sunflower Fund, Bleu Capital, Behind Genius Ventures, SALT, and Moth Fund also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Internet Retail,E-Commerce,"Operator of a retail platform intended to sell household and health products online. The company products help to purify mold, mycotoxins, actinobacteria, endotoxins, dust, dander, pollen, smoke, bacteria, and viruses from the environment, enabling customers to reduce mold-related illness.","Boston, MA",www.themoldco.com,Boost VC,432,18517
1881,MoldCo,01-Jan-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding from Night Ventures, Conscience and Boost VC on an undisclosed date. Starship Ventures, Sunflower Fund, Bleu Capital, Behind Genius Ventures, SALT, and Moth Fund also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Internet Retail,E-Commerce,"Operator of a retail platform intended to sell household and health products online. The company products help to purify mold, mycotoxins, actinobacteria, endotoxins, dust, dander, pollen, smoke, bacteria, and viruses from the environment, enabling customers to reduce mold-related illness.","Boston, MA",www.themoldco.com,Conscience,432,12017
1882,MoldCo,01-Jan-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding from Night Ventures, Conscience and Boost VC on an undisclosed date. Starship Ventures, Sunflower Fund, Bleu Capital, Behind Genius Ventures, SALT, and Moth Fund also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Internet Retail,E-Commerce,"Operator of a retail platform intended to sell household and health products online. The company products help to purify mold, mycotoxins, actinobacteria, endotoxins, dust, dander, pollen, smoke, bacteria, and viruses from the environment, enabling customers to reduce mold-related illness.","Boston, MA",www.themoldco.com,Moth Fund,432,8265
1883,MoldCo,01-Jan-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding from Night Ventures, Conscience and Boost VC on an undisclosed date. Starship Ventures, Sunflower Fund, Bleu Capital, Behind Genius Ventures, SALT, and Moth Fund also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Internet Retail,E-Commerce,"Operator of a retail platform intended to sell household and health products online. The company products help to purify mold, mycotoxins, actinobacteria, endotoxins, dust, dander, pollen, smoke, bacteria, and viruses from the environment, enabling customers to reduce mold-related illness.","Boston, MA",www.themoldco.com,Night Ventures,432,14603
1884,MoldCo,01-Jan-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding from Night Ventures, Conscience and Boost VC on an undisclosed date. Starship Ventures, Sunflower Fund, Bleu Capital, Behind Genius Ventures, SALT, and Moth Fund also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Internet Retail,E-Commerce,"Operator of a retail platform intended to sell household and health products online. The company products help to purify mold, mycotoxins, actinobacteria, endotoxins, dust, dander, pollen, smoke, bacteria, and viruses from the environment, enabling customers to reduce mold-related illness.","Boston, MA",www.themoldco.com,Starship Ventures,432,11415
1885,MoldCo,01-Jan-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding from Night Ventures, Conscience and Boost VC on an undisclosed date. Starship Ventures, Sunflower Fund, Bleu Capital, Behind Genius Ventures, SALT, and Moth Fund also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Internet Retail,E-Commerce,"Operator of a retail platform intended to sell household and health products online. The company products help to purify mold, mycotoxins, actinobacteria, endotoxins, dust, dander, pollen, smoke, bacteria, and viruses from the environment, enabling customers to reduce mold-related illness.","Boston, MA",www.themoldco.com,Sunflower Fund,432,
1886,New Iridium,29-Feb-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding from Climate Insiders on February 29, 2024.",Completed,Venture Capital-Backed,Generating Revenue,Industrial Chemicals,Manufacturing,"Manufacturer of industrial chemicals created for replacement of precious metals. The company utilizes photocatalysts and light instead of heat to produce chemicals, offering features like low-energy consumption and the ability to upcycle captured carbon dioxide into valuable products, enabling the chemical industry to reduce its environmental footprint and potentially create new pathways for carbon capture and utilization.","Boulder, CO",www.newiridium.com,Climate Insiders,536,
1887,Nintee,04-Jan-2024,Seed Round,Seed Round,3.00,13.00,"The company raised $3 million of Seed funding from Neon Fund, and other undisclosed investors on January 4, 2024, putting the company's pre-money valuation at $10 million.",Completed,Venture Capital-Backed,Generating Revenue,Information Services (B2C),"Artificial Intelligence & Machine Learning, LOHAS & Wellness, Mobile","Developer of a fitness application designed to build healthy habits and offer personal growth for life. The company's platform offers healthy lifestyle coaching in the form of fitness, writing, sleeping, meditating, reading, and healthy eating, enabling growth enthusiasts to get proper health and a proper lifestyle.","San Francisco, CA",www.nintee.com,Neon Fund,433,8269
1888,OpenMeter,05-Mar-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding from Haystack Fund, Sunflower Capital and Y Combinator on March 5, 2024. The funds will be used to help engineers monetize AI products and standardize usage metering.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,"FinTech, SaaS","Developer of a monetization platform designed to maximize revenue with usage-based pricing. The company's platform offers sales opportunities, customer trends, price simulation, forecast revenue, and integration with tools, providing users with the right tools and insights.","San Francisco, CA",openmeter.io,Haystack Fund,434,21204
1889,OpenMeter,05-Mar-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding from Haystack Fund, Sunflower Capital and Y Combinator on March 5, 2024. The funds will be used to help engineers monetize AI products and standardize usage metering.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,"FinTech, SaaS","Developer of a monetization platform designed to maximize revenue with usage-based pricing. The company's platform offers sales opportunities, customer trends, price simulation, forecast revenue, and integration with tools, providing users with the right tools and insights.","San Francisco, CA",openmeter.io,Sunflower Capital,434,
1890,OpenMeter,05-Mar-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding from Haystack Fund, Sunflower Capital and Y Combinator on March 5, 2024. The funds will be used to help engineers monetize AI products and standardize usage metering.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,"FinTech, SaaS","Developer of a monetization platform designed to maximize revenue with usage-based pricing. The company's platform offers sales opportunities, customer trends, price simulation, forecast revenue, and integration with tools, providing users with the right tools and insights.","San Francisco, CA",openmeter.io,Y Combinator,434,9381
1891,OYL Wallet,07-Mar-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of pre-seed funding from Antalpha Ventures, Pulsar Trading and Mask Network on March 7, 2024. Flamingo DAO, Kanosei Ventures, Borderless Capital, Web3.com Ventures, Maelstrom (Investor), Foresight Ventures (Singapore), Arthur Hayes, UTXO Management and Arca (Los Angeles) also participated in the round.",Completed,Venture Capital-Backed,Stealth,Other Services (B2C Non-Financial),"Cryptocurrency/Blockchain, FinTech","Operator of the Bitcoin system intended to build wallets for ordinals and Bitcoin. The company's platform leverages the power of bitcoin for applications, transactions and on chain interactions like Bitcoin has never been utilized before, enabling users to get a sustainable and trustless economy on Bitcoin.","New York, NY",www.oyl.io,Antalpha Ventures,435,8389
1892,OYL Wallet,07-Mar-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of pre-seed funding from Antalpha Ventures, Pulsar Trading and Mask Network on March 7, 2024. Flamingo DAO, Kanosei Ventures, Borderless Capital, Web3.com Ventures, Maelstrom (Investor), Foresight Ventures (Singapore), Arthur Hayes, UTXO Management and Arca (Los Angeles) also participated in the round.",Completed,Venture Capital-Backed,Stealth,Other Services (B2C Non-Financial),"Cryptocurrency/Blockchain, FinTech","Operator of the Bitcoin system intended to build wallets for ordinals and Bitcoin. The company's platform leverages the power of bitcoin for applications, transactions and on chain interactions like Bitcoin has never been utilized before, enabling users to get a sustainable and trustless economy on Bitcoin.","New York, NY",www.oyl.io,Arca,435,
1893,OYL Wallet,07-Mar-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of pre-seed funding from Antalpha Ventures, Pulsar Trading and Mask Network on March 7, 2024. Flamingo DAO, Kanosei Ventures, Borderless Capital, Web3.com Ventures, Maelstrom (Investor), Foresight Ventures (Singapore), Arthur Hayes, UTXO Management and Arca (Los Angeles) also participated in the round.",Completed,Venture Capital-Backed,Stealth,Other Services (B2C Non-Financial),"Cryptocurrency/Blockchain, FinTech","Operator of the Bitcoin system intended to build wallets for ordinals and Bitcoin. The company's platform leverages the power of bitcoin for applications, transactions and on chain interactions like Bitcoin has never been utilized before, enabling users to get a sustainable and trustless economy on Bitcoin.","New York, NY",www.oyl.io,Arthur Hayes,435,
1894,OYL Wallet,07-Mar-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of pre-seed funding from Antalpha Ventures, Pulsar Trading and Mask Network on March 7, 2024. Flamingo DAO, Kanosei Ventures, Borderless Capital, Web3.com Ventures, Maelstrom (Investor), Foresight Ventures (Singapore), Arthur Hayes, UTXO Management and Arca (Los Angeles) also participated in the round.",Completed,Venture Capital-Backed,Stealth,Other Services (B2C Non-Financial),"Cryptocurrency/Blockchain, FinTech","Operator of the Bitcoin system intended to build wallets for ordinals and Bitcoin. The company's platform leverages the power of bitcoin for applications, transactions and on chain interactions like Bitcoin has never been utilized before, enabling users to get a sustainable and trustless economy on Bitcoin.","New York, NY",www.oyl.io,Borderless Capital,435,
1895,OYL Wallet,07-Mar-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of pre-seed funding from Antalpha Ventures, Pulsar Trading and Mask Network on March 7, 2024. Flamingo DAO, Kanosei Ventures, Borderless Capital, Web3.com Ventures, Maelstrom (Investor), Foresight Ventures (Singapore), Arthur Hayes, UTXO Management and Arca (Los Angeles) also participated in the round.",Completed,Venture Capital-Backed,Stealth,Other Services (B2C Non-Financial),"Cryptocurrency/Blockchain, FinTech","Operator of the Bitcoin system intended to build wallets for ordinals and Bitcoin. The company's platform leverages the power of bitcoin for applications, transactions and on chain interactions like Bitcoin has never been utilized before, enabling users to get a sustainable and trustless economy on Bitcoin.","New York, NY",www.oyl.io,Flamingo DAO,435,2803
1896,OYL Wallet,07-Mar-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of pre-seed funding from Antalpha Ventures, Pulsar Trading and Mask Network on March 7, 2024. Flamingo DAO, Kanosei Ventures, Borderless Capital, Web3.com Ventures, Maelstrom (Investor), Foresight Ventures (Singapore), Arthur Hayes, UTXO Management and Arca (Los Angeles) also participated in the round.",Completed,Venture Capital-Backed,Stealth,Other Services (B2C Non-Financial),"Cryptocurrency/Blockchain, FinTech","Operator of the Bitcoin system intended to build wallets for ordinals and Bitcoin. The company's platform leverages the power of bitcoin for applications, transactions and on chain interactions like Bitcoin has never been utilized before, enabling users to get a sustainable and trustless economy on Bitcoin.","New York, NY",www.oyl.io,Foresight Ventures,435,
1897,OYL Wallet,07-Mar-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of pre-seed funding from Antalpha Ventures, Pulsar Trading and Mask Network on March 7, 2024. Flamingo DAO, Kanosei Ventures, Borderless Capital, Web3.com Ventures, Maelstrom (Investor), Foresight Ventures (Singapore), Arthur Hayes, UTXO Management and Arca (Los Angeles) also participated in the round.",Completed,Venture Capital-Backed,Stealth,Other Services (B2C Non-Financial),"Cryptocurrency/Blockchain, FinTech","Operator of the Bitcoin system intended to build wallets for ordinals and Bitcoin. The company's platform leverages the power of bitcoin for applications, transactions and on chain interactions like Bitcoin has never been utilized before, enabling users to get a sustainable and trustless economy on Bitcoin.","New York, NY",www.oyl.io,Kanosei Ventures,435,
1898,OYL Wallet,07-Mar-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of pre-seed funding from Antalpha Ventures, Pulsar Trading and Mask Network on March 7, 2024. Flamingo DAO, Kanosei Ventures, Borderless Capital, Web3.com Ventures, Maelstrom (Investor), Foresight Ventures (Singapore), Arthur Hayes, UTXO Management and Arca (Los Angeles) also participated in the round.",Completed,Venture Capital-Backed,Stealth,Other Services (B2C Non-Financial),"Cryptocurrency/Blockchain, FinTech","Operator of the Bitcoin system intended to build wallets for ordinals and Bitcoin. The company's platform leverages the power of bitcoin for applications, transactions and on chain interactions like Bitcoin has never been utilized before, enabling users to get a sustainable and trustless economy on Bitcoin.","New York, NY",www.oyl.io,Maelstrom,435,
1899,OYL Wallet,07-Mar-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of pre-seed funding from Antalpha Ventures, Pulsar Trading and Mask Network on March 7, 2024. Flamingo DAO, Kanosei Ventures, Borderless Capital, Web3.com Ventures, Maelstrom (Investor), Foresight Ventures (Singapore), Arthur Hayes, UTXO Management and Arca (Los Angeles) also participated in the round.",Completed,Venture Capital-Backed,Stealth,Other Services (B2C Non-Financial),"Cryptocurrency/Blockchain, FinTech","Operator of the Bitcoin system intended to build wallets for ordinals and Bitcoin. The company's platform leverages the power of bitcoin for applications, transactions and on chain interactions like Bitcoin has never been utilized before, enabling users to get a sustainable and trustless economy on Bitcoin.","New York, NY",www.oyl.io,Mask Network,435,37860
1900,OYL Wallet,07-Mar-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of pre-seed funding from Antalpha Ventures, Pulsar Trading and Mask Network on March 7, 2024. Flamingo DAO, Kanosei Ventures, Borderless Capital, Web3.com Ventures, Maelstrom (Investor), Foresight Ventures (Singapore), Arthur Hayes, UTXO Management and Arca (Los Angeles) also participated in the round.",Completed,Venture Capital-Backed,Stealth,Other Services (B2C Non-Financial),"Cryptocurrency/Blockchain, FinTech","Operator of the Bitcoin system intended to build wallets for ordinals and Bitcoin. The company's platform leverages the power of bitcoin for applications, transactions and on chain interactions like Bitcoin has never been utilized before, enabling users to get a sustainable and trustless economy on Bitcoin.","New York, NY",www.oyl.io,Pulsar Trading,435,5872
1901,OYL Wallet,07-Mar-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of pre-seed funding from Antalpha Ventures, Pulsar Trading and Mask Network on March 7, 2024. Flamingo DAO, Kanosei Ventures, Borderless Capital, Web3.com Ventures, Maelstrom (Investor), Foresight Ventures (Singapore), Arthur Hayes, UTXO Management and Arca (Los Angeles) also participated in the round.",Completed,Venture Capital-Backed,Stealth,Other Services (B2C Non-Financial),"Cryptocurrency/Blockchain, FinTech","Operator of the Bitcoin system intended to build wallets for ordinals and Bitcoin. The company's platform leverages the power of bitcoin for applications, transactions and on chain interactions like Bitcoin has never been utilized before, enabling users to get a sustainable and trustless economy on Bitcoin.","New York, NY",www.oyl.io,UTXO Management,435,8322
1902,OYL Wallet,07-Mar-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of pre-seed funding from Antalpha Ventures, Pulsar Trading and Mask Network on March 7, 2024. Flamingo DAO, Kanosei Ventures, Borderless Capital, Web3.com Ventures, Maelstrom (Investor), Foresight Ventures (Singapore), Arthur Hayes, UTXO Management and Arca (Los Angeles) also participated in the round.",Completed,Venture Capital-Backed,Stealth,Other Services (B2C Non-Financial),"Cryptocurrency/Blockchain, FinTech","Operator of the Bitcoin system intended to build wallets for ordinals and Bitcoin. The company's platform leverages the power of bitcoin for applications, transactions and on chain interactions like Bitcoin has never been utilized before, enabling users to get a sustainable and trustless economy on Bitcoin.","New York, NY",www.oyl.io,Web3.com Ventures,435,8753
1903,PeakMetrics,07-Mar-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding in a deal led by York IE on March 7, 2024. Argon Ventures, Parameter Ventures, Techstars, and CEAS Investments I also participated in the round. The funds will be used to to meet the rapidly growing demand for proactive narrative intelligence tools, support an expansion go-to-market function and allow the team to deepen its product capabilities, especially for its commercial clients.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,"Artificial Intelligence & Machine Learning, Big Data, Marketing Tech, SaaS","Developer of a narrative intelligence platform designed to help enterprises and governments identify and combat emerging online narrative threats. The company uses state-of-the-art ML (Machine learning) technology to analyze media sources and different social media platforms to identify media manipulation and adversarial attacks in real-time, before they cause damage, thereby enabling clients to monitor and track news through online publications so that media impact can be measured efficiently and actionable predictions.","Los Angeles, CA",www.peakmetrics.com,Argon Ventures,436,3032
1904,PeakMetrics,07-Mar-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding in a deal led by York IE on March 7, 2024. Argon Ventures, Parameter Ventures, Techstars, and CEAS Investments I also participated in the round. The funds will be used to to meet the rapidly growing demand for proactive narrative intelligence tools, support an expansion go-to-market function and allow the team to deepen its product capabilities, especially for its commercial clients.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,"Artificial Intelligence & Machine Learning, Big Data, Marketing Tech, SaaS","Developer of a narrative intelligence platform designed to help enterprises and governments identify and combat emerging online narrative threats. The company uses state-of-the-art ML (Machine learning) technology to analyze media sources and different social media platforms to identify media manipulation and adversarial attacks in real-time, before they cause damage, thereby enabling clients to monitor and track news through online publications so that media impact can be measured efficiently and actionable predictions.","Los Angeles, CA",www.peakmetrics.com,CEAS Investments I,436,
1905,PeakMetrics,07-Mar-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding in a deal led by York IE on March 7, 2024. Argon Ventures, Parameter Ventures, Techstars, and CEAS Investments I also participated in the round. The funds will be used to to meet the rapidly growing demand for proactive narrative intelligence tools, support an expansion go-to-market function and allow the team to deepen its product capabilities, especially for its commercial clients.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,"Artificial Intelligence & Machine Learning, Big Data, Marketing Tech, SaaS","Developer of a narrative intelligence platform designed to help enterprises and governments identify and combat emerging online narrative threats. The company uses state-of-the-art ML (Machine learning) technology to analyze media sources and different social media platforms to identify media manipulation and adversarial attacks in real-time, before they cause damage, thereby enabling clients to monitor and track news through online publications so that media impact can be measured efficiently and actionable predictions.","Los Angeles, CA",www.peakmetrics.com,Parameter Ventures,436,14641
1906,PeakMetrics,07-Mar-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding in a deal led by York IE on March 7, 2024. Argon Ventures, Parameter Ventures, Techstars, and CEAS Investments I also participated in the round. The funds will be used to to meet the rapidly growing demand for proactive narrative intelligence tools, support an expansion go-to-market function and allow the team to deepen its product capabilities, especially for its commercial clients.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,"Artificial Intelligence & Machine Learning, Big Data, Marketing Tech, SaaS","Developer of a narrative intelligence platform designed to help enterprises and governments identify and combat emerging online narrative threats. The company uses state-of-the-art ML (Machine learning) technology to analyze media sources and different social media platforms to identify media manipulation and adversarial attacks in real-time, before they cause damage, thereby enabling clients to monitor and track news through online publications so that media impact can be measured efficiently and actionable predictions.","Los Angeles, CA",www.peakmetrics.com,Techstars,436,9382
1907,PeakMetrics,07-Mar-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding in a deal led by York IE on March 7, 2024. Argon Ventures, Parameter Ventures, Techstars, and CEAS Investments I also participated in the round. The funds will be used to to meet the rapidly growing demand for proactive narrative intelligence tools, support an expansion go-to-market function and allow the team to deepen its product capabilities, especially for its commercial clients.",Completed,Venture Capital-Backed,Generating Revenue,Business/Productivity Software,"Artificial Intelligence & Machine Learning, Big Data, Marketing Tech, SaaS","Developer of a narrative intelligence platform designed to help enterprises and governments identify and combat emerging online narrative threats. The company uses state-of-the-art ML (Machine learning) technology to analyze media sources and different social media platforms to identify media manipulation and adversarial attacks in real-time, before they cause damage, thereby enabling clients to monitor and track news through online publications so that media impact can be measured efficiently and actionable predictions.","Los Angeles, CA",www.peakmetrics.com,York IE,436,8333
1908,Simplify (Human Capital Services),07-Feb-2024,Seed Round,Seed Round,3.00,,"The company raised $3 million of seed funding in a deal led by Craft Ventures on February 7, 2024. Global Founders Capital, Roar Ventures, Y Combinator and Hyphen Capital also participated in the round. Other undisclosed investors also participated in the round.",Completed,Venture Capital-Backed,Generating Revenue,Human Capital Services,"Artificial Intelligence & Machine Learning, HR Tech, SaaS","Developer of a job search platform designed to help discover and autofill job and internship applications on millions of sites in one click. The company's platform has a common application form for all jobs and provides assistance to navigate through the entire recruitment process, enabling students and new grads to find, apply and track their applications and get matched with opportunities that align with their area of expertise.","San Francisco, CA",www.simplify.jobs,Craft Ventures,440,18912
