id,name,lastFinancingDate,lastFinancingDealType,lastFinancingDealType2,lastFinancingSize,lastFinancingValuation,lastFinancingStatus,ownershipStatus,financingStatus,financingStatusNote,activeInvestors,acquirers,primaryIndustryCode,description,hqLocation,companyWebsite
829,Capgo AI,31-Jan-2024,Seed Round,Seed Round,,,Completed,Privately Held (backing),Venture Capital-Backed,"The company raised an undisclosed amount of pre-seed funding in a deal led by Antler on January 31, 2024. Other undisclosed investors also participated in the deal.",Antler,,Business/Productivity Software,"Developer of a market research tool designed to deploy AI agents for fast and autonomous data acquisition. The company's tool simplifies market research-related tasks by leveraging the power of advanced AI algorithms to provide real-time data and directly integrates gathered data into spreadsheets for easy analysis, providing data-driven businesses and professions with up-to-date and accurate information saving time and effort.","San Francisco, CA",www.capgo.ai
830,Capitalize,12-Mar-2024,Seed Round,Seed Round,,,Completed,Privately Held (backing),Venture Capital-Backed,"The company raised an undisclosed amount of seed funding from FJ Labs on March 12, 2024.",FJ Labs,,Information Services (B2C),"Operator of a lending marketplace intended to speed up the process of finding the lender. The company's platform offers search features through thousands of lenders and builds a network, enabling customers and businesses to save time and effort.",CA,www.capitalizeus.com
831,Caze,18-Jan-2024,Seed Round,Seed Round,,,Announced/In Progress,Privately Held (no backing),Pending Transaction (VC),"The company is in the process of raising an undisclosed amount of seed funding as of January 18, 2024. The company is being actively tracked by PitchBook.",,,Legal Services (B2B),"Operator of a legal platform intended to provide legal advice to low-income Americans. The company's platform leverages a large language model (LLM) and generative artificial intelligence, it specializes in using artificial intelligence technology for civil legal problems while navigating complex legal jargon, non-intuitive forms, and specific legal information, enabling people to have more control of the law in their lives by supporting them through a variety of legal events they may experience.","New York, NY",www.caze.ai
832,Ceretype,04-Jan-2024,Seed Round,Seed Round,,,Completed,Privately Held (backing),Venture Capital-Backed,"The company raised an undisclosed amount of seed funding in a deal led by Cedar Street Group on January 4, 2024. Leafy Tunnel, One Mind and other undisclosed investors also participated in the round.The funds will be used to help accelerate their mission to make targeted biomarkers accessible in psychiatric and neurological disease.","Catalytic Impact Foundation, Cedar Street Group, ImpactAssets, JLS Fund, Leafy Tunnel, One Mind, WPSS.bio",,Other Healthcare Technology Systems,"Developer of a brain imaging technology designed to revolutionize neuropsychiatric healthcare. The company's technology helps to improve drug discovery and patient care, through its ability to sub-type and classify the human brain on a neurobiological level and offers therapeutic strategies to address psychiatric illness and central nervous system disorders, enabling medical professionals to pioneer precision psychiatry.","Cambridge, MA",www.ceretype.com
833,Certus Core,16-Jan-2024,Early Stage VC,Series A,,,Announced/In Progress,Privately Held (backing),Venture Capital-Backed,"The company is in the process of raising Series A venture funding on January 16, 2024. Previously, the company raised $1.63 million of seed funding from undisclosed investors on January 16, 2024, putting the company's pre-money valuation at $8.38 million.",United States Department of Defense,,Business/Productivity Software,"Operator of a software company intended to build knowledge systems that solve complex data problems and decision-making challenges. The company's software platform cuts through data noise and supports artificial intelligence (AI) powered chat-like queries and offers business intelligence, intelligence analysis, full-stack programming, systems integration, mechanical engineering, data science, data systems, on-site systems testing, operational debugging, helping clients by adapting and implementing solutions that perfectly suit their needs.","Tampa, FL",www.certuscore.com
834,Charlee.ai,25-Mar-2024,Seed Round,Seed Round,,,Completed,Privately Held (backing),Venture Capital-Backed,"The company raised $10 million of seed funding in a deal led by Markd on April 18, 2023. Other undisclosed investors also participated in the round. Recently, the company raised seed funding from Markd and other undisclosed investors on March 25, 2024.","Markd, TiE Silicon Valley",,Financial Software,"Developer of an insurance insights platform designed to detect cost and litigation propensity patterns in insurance claims. The company's platform offers a set of sophisticated claims optimization tools, including an artificial intelligence (AI) enabled chatbot providing recommendations and suggested actions, an alert system that identifies red flags and suspicious patterns by leveraging cognitive analysis, and a pre-litigation prediction tool that utilizes emotion and sentiment analysis, enabling clients to receive an unprecedented level of oversight, resulting in an improved loss ratio.","Pleasanton, CA",www.charlee.ai
835,Churnkey,21-Feb-2024,Seed Round,Seed Round,,,Announced/In Progress,Privately Held (backing),Accelerator/Incubator Backed,"The company is in the process of raising seed funding on February 21, 2024. Previously, the company joined TinySeed as a part of Fall 2021 Cohort on February 1, 2022 and received $220,000 in funding.",TinySeed,,Media and Information Services (B2B),"Provider of canceling subscription services intended to help people cancel a subscription without going through the call center experience. The company helps to customize cancellations that change based on several data points associated with the customer, including their buying history, enabling companies to deliver and manage custom cancellation flows to cut churn and retain customers.","Mount Pleasant, SC",www.churnkey.co
836,Clay (Financial Software),25-Jan-2024,Early Stage VC,,,,Announced/In Progress,Privately Held (backing),Venture Capital-Backed,"The company is in the process of raising venture funding in the form of SAFE notes on January 01, 2024. Subsequently, the company raised $284,706 of seed funding in the form of SAFE notes from Pepper Advantage and other undisclosed investors on January 01, 2024. The funds will be used for comprehensive loan servicing APIs and will ensure loans are successfully managed from the moment of disbursement through to final repayment.",Pepper Advantage,,Financial Software,"Developer of a financial platform designed to help tech-enabled businesses launch and fund their lending programs under their brand. The company's platform offers a full lending stack and debt line, manages loan accounts, schedules, and payments, and tracks borrower behavior, loan performance, and repayment trends via your dashboard, providing users with a full credit experience without any external reliances.","London, United Kingdom",www.clay.so
837,ConKay Medical Systems,,Early Stage VC,,,,Upcoming,Privately Held (backing),Venture Capital-Backed,"The company is reportedly seeking venture funding from undisclosed investors. Previously, the company raised $1.8 million of seed funding from WS Investments, Unorthodox Ventures and SCP Ventures on March 18, 2024. Other undisclosed investors also participated in the round. The funds will be used to support the company growth and development of its one-size fits all annular repair catheter system.","EmPOWERED to Serve Business Accelerator, MedTech Innovator, SCP Ventures, UCSF Rosenman Institute, Unorthodox Ventures, WS Investments",,Diagnostic Equipment,"Developer of a medical device designed to offer valvular regurgitation in patients with progressive heart failure. The company's device is based on annular repair technology to treat the main cause of functional regurgitation leaving the healthy leaflets intact to perform the way it was intended, enabling healthcare professionals to advance cardiovascular care.","Pleasanton, CA",www.conkaymedical.com
838,Covered Health,19-Jan-2024,Seed Round,Seed Round,,,Announced/In Progress,Privately Held (no backing),Pending Transaction (VC),"The company is in the process of raising seed funding on January 19, 2024.",,,Other Healthcare Technology Systems,"Developer of a platform designed to offer a full-spectrum view of personal health management. The company integrates artificial intelligence (AI) driven health advice, insurance guidance, and real-time health monitoring, enabling users with precise, proactive health insights and simplifying the process of choosing the best-suited health insurance plans.","San Diego, CA",www.covered.care
839,Crosshair Therapeutics,Expected 31-Dec-2024,Seed Round,Seed Round,,,Upcoming,Privately Held (backing),Venture Capital-Backed,"The company is reportedly seeking seed funding from undisclosed investors. Previously, the company raised an undisclosed amount of venture funding from Network VC and H7 BioCapital in approximately October 2023.","H7 BioCapital, M7 Accelerator, Network VC, Starship Ventures, The Hive, The Innovation Space",,Drug Discovery,"Developer of an artificial intelligence (AI) drug discovery platform intended to create an entirely new class of therapeutics for cancer, neurodegenerative disease, and longevity. The company has developed the D-Chain Technology platform that utilizes computational modeling to rapidly design chain-like therapeutics, and encode them for delivery in custom-engineered gene therapy vectors, enabling healthcare institutions unrestricted access to disease targets and representing an order-of-magnitude step-change in precision targeting compared to the latest immunotherapies.","Sunnyvale, CA",www.crosshairtx.com
840,CytoTronics,06-Mar-2024,Seed Round,Series 2,,,Announced/In Progress,Privately Held (backing),Venture Capital-Backed,"The company is in the process of raising Series 2 seed funding on March 6, 2024. The deal's initial close will be on March 13, 2024, and then a second close in June 2024. Previously, the company raised $9.25 million of seed funding in a deal led by Anzu Partners on April 28, 2022, putting the company's pre-money valuation at $12.75 million. BoxOne Ventures, Milad Alucoza, and other undisclosed investors also participated in the round. The funds will be used to advance the company's platform that utilizes computer chip technology to conduct a suite of electrical and electrochemical cell-based assays.","Anzu Partners, BoxOne Ventures, Milad Alucozai",,Drug Discovery,"Developer of semiconductor-based platforms designed to provide high-throughput cell biology discovery. The company integrates semiconductors with conventional microplates to measure and manipulate cells to provide live cell insights with single-cell resolution across all cell types as per multi-modal electrical, electrochemical, and electrophysiological capabilities, enabling drug developers to enhance the accuracy of cell-biology information and gain access to an improved scope of data collection and scale-up for cell biology research, drug development, and pharmaceutical manufacturing applications.","Boston, MA",www.cytotronics.com
841,Daily Dental Care,05-Apr-2024,Seed Round,Seed Round,,50.00,Completed,Privately Held (backing),Accelerator/Incubator Backed,"The company raised seed funding on April 5, 2024, putting company's post-money valuation at $50 million.","Launch Minnesota, Pet Care Innovation",,Other Pharmaceuticals and Biotechnology,"Manufacturer of oral care products designed to re-engineer disease-causing bacterial biofilms into those that are health-promoting The company manufactures prebiotic dental lozenges clinically shown to strengthen beneficial bacteria while neutralizing harmful bacteria and yeast for an improved oral microbiome, improved clinical outcomes, and dental health, company sells patented oral microbiome-modulating ingredients and products business-to-business and business-to-consumer, helping patients to improve dental health.","Minneapolis, MN",www.primal-health-llc.myshopify.com
842,dannce.ai,09-Feb-2024,Seed Round,Seed Round,,,Completed,Privately Held (backing),Venture Capital-Backed,"The company raised an undisclosed amount of seed funding on February 9, 2024. Previously, the company joined Merck Digital Sciences Studio as part of the Second Cohort on November 20, 2023 and received an undisclosed amount of funding.",Merck Digital Sciences Studio,,Biotechnology,"Developer of a 3-D pose tracking and behavioral quantification platform intended to create digital fingerprints of movement which can be used to identify disease states and drug effects. The company's platform uses a convolutional neural network to analyze the movement of humans and animals for the diagnosis of diseases and the measurement of therapy effectiveness, enabling healthcare providers to improve the standard of care for neurology.","Cambridge, MA",www.dannce.ai
843,Danswer,01-Apr-2024,Seed Round,Seed Round,,,Completed,Privately Held (backing),Venture Capital-Backed,"The company raised an undisclosed amount of seed funding from First Round Capital in approximately April 2024. Previously, the company joined Y Combinator as part of the Winter 2024 Cohort in January 2024 and received $500,000 in funding in the form of SAFE Notes. Subsequently, it got converted into equity.","First Round Capital, Y Combinator",,Business/Productivity Software,"Developer of an answer bot designed to build custom AI assistants for each team with technical prompts. The company's live bot combines the latest embedding models with keyword-based algorithms to find relevant documents across all sources, enabling clients to get relevant information without hassle.","San Francisco, CA",www.danswer.ai
844,Datable,01-Feb-2024,Seed Round,Seed Round,,,Completed,Privately Held (backing),Venture Capital-Backed,The company raised an undisclosed amount of pre-seed funding from Operator Partners in approximately February 2024.,Operator Partners,,Business/Productivity Software,"Operator of an oversight platform intended to simplify observability for businesses. The company aims to provide services that streamline data processes while making them efficient and cost-effective, enabling businesses to have better insight, increase control, and have greater flexibility in managing data.","San Francisco, CA",www.datable.io
845,Decube (Network Management Software),01-Jan-2024,Seed Round,Seed Round,,,Completed,Privately Held (backing),Venture Capital-Backed,"The company raised an undisclosed amount of seed funding from 500 Global in January 2024. Previously, the company joined Iterative Accelerator as a part of Summer 2023 Batch on July 20, 2023 and received funding in the form of SAFE notes. Subsequently, it got converted to equity.","500 Global, Iterative Accelerator",,Database Software,"Developer of data observability software intended to help businesses ensure the accuracy, completeness, and consistency of their data. The company's software provides automated policy management through a policy-driven approach, safeguarding sensitive information by applying rules to mask specific keywords, such as addresses, ensuring privacy and compliance, classifying assets according to your organization's specific requirements, enabling products and business teams to revolutionize the way businesses engage with their data.","Kuala Lumpur, Malaysia",www.decube.io
846,DigitalNomads,27-Feb-2024,Seed Round,Seed Round,,,Announced/In Progress,Privately Held (no backing),Pending Transaction (VC),"The company is in the process of raising seed funding on February 27, 2024.",,,Business/Productivity Software,"Operator of a research firm intended to focus on demand-sensing solutions. The company's solutions are based on MIT (Massachusetts Institute of Technology) research to address challenges faced by small and medium-sized CPG(Consumer Packaged Goods) firms specifically as they are thinking of asset pricing and exit strategies, enabling brands and partners to obtain actionable results at a fraction of the cost of traditional consulting through industry research and benchmarking, proprietary data collection methodologies and ML (machine learning) data analytics.",,www.diginomad.xyz
847,Distributed Spectrum,01-Mar-2024,Seed Round,Seed Round,,,Completed,Privately Held (backing),Venture Capital-Backed,"The company raised an undisclosed amount of seed funding from Felicis in approximately March 2024. Previously, the company received $1.25 million of grant funding from United States Department of Defense in 2023.","Browder Capital, Felicis, United States Department of Defense, Xfund",,Other Communications and Networking,"Manufacturer of spectrum monitoring system intended to provide critical situational awareness and actionable alerts. The company's product offers passive signature detection, signal analysis, and detection, along with system integrations, enabling stakeholders to understand the radio spectrum around them and identify and track signals across a variety of environments.","New York, NY",www.distributedspectrum.com
848,DNA Nanobots,24-Jan-2024,Seed Round,Seed Round,,,Completed,Privately Held (backing),Venture Capital-Backed,"The company raised pre-seed funding on January 24, 2024. The funds will be used to streamline end-to-end custom biopharma solutions from design to development for preclinical and animal studies for improved delivery of a wide range of therapeutics.",National Science Foundation Innovation Corps Program,,Biotechnology,"Developer of DNA-based nanodevices intended for targeted therapeutics. The company develops products for point-of-care therapeutics, functionalized gene delivery, and diagnostics, enabling clients to optimize performance and tissue targeting.","Powell, OH",www.dnananobots.com
849,DocNow EHR,07-Mar-2024,Seed Round,Seed Round,,,Completed,Privately Held (backing),Venture Capital-Backed,"The company raised an undisclosed amount of seed funding in a deal led by Waterline Ventures on March 7, 2024. Other undisclosed investors also participated in the round. The funds will be used to accelerate the development of innovative features, expansion across the Post-Acute Care space, and continued customer focus.",Waterline Ventures,,Medical Records Systems,"Developer of electronic health records system designed for the healthcare industry. The platform offers various features such as modernized templating, seamless charge capture, matrix care integration, robust point-click care integration, easy census creation, automated demographic data with the integration and more","Bellevue, WA",www.doctornow.io
850,Double Protocol,30-Jan-2024,Seed Round,Seed Round,,,Completed,Privately Held (backing),Venture Capital-Backed,"The company raised an undisclosed amount of seed funding in a deal led by Youbi Capital on January 30, 2024. Pivot Labs and 11 other investors also participated in the round.","Bixin Ventures, Capital 6 Eagle, CatcherVC, Comma3 Ventures, Continue Capital, DWF Labs, Formless Capital, Gate Labs, Infinity Ventures Crypto, LucidBlue Ventures, Mask Network, Matrixport, Mr Block, MT Capital, Pivot Labs, Plancker DAO, RB Capital (Singapore), Red Building Capital, Sanyuan Capital, Shima Capital, Steve Guo, Tony Gu, Waterdrip Capital, Youbi Capital",,Other Financial Services,"Developer of an NFT rental platform intended for lending and renting in-game in the metaverse. The company's platform delivers a digital platform that connects NFT owners to prospective NFT renters who wish to leverage these assets for a limited time, enabling users to have NFT ownership rights separated from usage rights.","Singapore, Singapore",www.double.one
851,DropKey,,Out of Business,,,,Completed,Out of Business,Formerly Accelerator/Incubator backed,The company is no longer actively in business. The company is no longer tracked by PitchBook.,,,Media and Information Services (B2B),"Operator of a Software-as-a-Service company intended to monetize portable, next-generation green screen pop-up studios. The company provides a turnkey tool that includes patented 3D lighting studios with a full suite of software applications including an initial camera app, enabling content creators to achieve special effects both efficiently and affordably, and revenue from hardware sales and SaaS revenue.","Los Angeles, CA",www.dropkey.com
852,Dry Scientific,24-Jan-2024,Seed Round,Seed Round,,,Announced/In Progress,Privately Held (no backing),Pending Transaction (VC),"The company is in the process of raising pre-seed funding on January 24, 2024.",,,Biotechnology,"Developer of laboratory management platform designed for chemical and material discovery. The company platform offers various products such as laboratory management, advanced analytics, AI, computational tools, social systems, and academia, and also offers services such as life science, chemistry, material science, document pipelines, document analysis, machine learning and automation, and more.","Irvine, CA",www.drysci.com
853,Earthbond,26-Mar-2024,Accelerator/Incubator,,,,Completed,Privately Held (backing),Venture Capital-Backed,"The company joined Third Derivative as a part of its Cohort 24-1 on March 26, 2024. Previously, the company raised an undisclosed amount of seed funding from Multifaceted Capital and Catalyst Fund on January 31, 2024.","Catalyst Fund, Multifaceted Capital, Third Derivative, VentureWell",,Alternative Energy Equipment,"Provider of carbon accounting information intended to connect solar electricity providers to commercial and residential Africans. The company offers information using businesses' energy consumption and financial data connecting to renewable energy vendors, enabling clients to save money and help the environment by switching to solar energy.","Lagos, Nigeria",www.earthbond.co
854,ElectricFish,10-Jan-2024,Seed Round,Seed Round,,,Announced/In Progress,Privately Held (backing),Venture Capital-Backed,"The company is in the process of raising seed funding on January 10, 2024. It plans to close the round by March 2024. Previously, the company joined Village Capital as a part of its Sustainability Subscribed 2023 on January 18, 2024 and received $50,000 in the form of grant funding.","Black & Veatch IgniteX, California Energy Commission, CalSEED, Cleantech Open, Dominion Energy Innovation Center, Future Africa, Google for Startups, Greentown Labs, Jornic Ventures, Joules Accelerator, Launch Alaska, Los Angeles Cleantech Incubator, Michigan Economic Development, MIH Consortium, NYSERDA, Plug and Play Tech Center, Sad Business School, Somerset Capital (Menlo Park), Stanford Angels and Entrepreneurs, Techstars, Third Derivative, TiE Silicon Valley, Village Capital, Voyager (US)",,Electrical Equipment,"Developer of physical and digital electric vehicle infrastructure intended to offer integrated microgrid-scale battery storage. The company's patented technology accelerates the interconnection of high-powered electric vehicle charging from years to weeks in grid-constrained locations without trenching and supports the local site and grid resiliency with bi-directional energy capabilities powered by software optimization, enabling local communities to support energy resilience with better infrastructure and management.","Fremont, CA",www.electricfish.co
855,Elvex (Business/Productivity Software),01-Feb-2024,Seed Round,Seed Round,,,Completed,Privately Held (backing),Venture Capital-Backed,The company raised an undisclosed amount of pre-seed funding from m]x[v Capital in February 2024.,m]x[v Capital,,Business/Productivity Software,"Developer of artificial intelligence-based tool intended to reduce complexity, mitigate risk, and future-proofing investments. The company's platform manages and uses generative artificial intelligence for the enterprise by making artificial intelligence secure and transparent, enabling companies to use twchnology.","New York, NY",www.elvex.ai
856,Emptyvessel,12-Mar-2024,Seed Round,Seed Round,,,Completed,Privately Held (backing),Venture Capital-Backed,"The company raised an undisclosed amount of seed funding in a deal led by Sisu Game Ventures, Yunt Capital on March 12, 2024. Raptor Group and 5 other investors also participated in the round.","Dan Bunting, Niels de Ruiter, Raptor Group, RW3 Ventures, Sisu Game Ventures, Tommy Tran, William Munk, Yunt Capital",,Entertainment Software,"Developer of a video game creation studio designed to empower creators. The company offers a developer-first approach and focuses on creating high-quality games with smaller teams, enabling experienced game developers to bring their creative visions to life.","Frisco, TX",www.emptyvessel.io
857,Exabits,02-Feb-2024,Seed Round,Seed Round,,,Completed,Privately Held (backing),Venture Capital-Backed,"The company raised an undisclosed amount of pre-seed funding from Protocol Labs, Contango Digital Assets, LBank Labs, and IoTeX on February 2, 2024. Paramita Capital and other investors also participated in the round. The funds will be used to scale the company's GPU optimization technology to address the shortage of resources that has left AI companies in limbo waiting for available computing or paying inflated rates. Previously, The company joined Berkeley Blockchain Xcelerator as a part of Cohort 7 in 2024.","1nvest, Berkeley Blockchain Xcelerator, Big Brain Holdings, Blockchain Builders Fund, Contango Digital Assets, Fortified Ventures, Google for Startups, Harvard Innovation Launch Lab, IoTeX, Jabre Capital Partners, LBank Labs, Moonhill Capital, Outlier Ventures, Paramita Venture, Protocol Labs, Stanford Blockchain Club, Taisu Ventures, Token Metrics Ventures, Valkyrie Fund",,Media and Information Services (B2B),"Developer of a decentralized infrastructure for AI designed for everyone. The company's platform facilitates access to and purchase of a variety of AI-related services and resources, including computing services, data storage, and Model as a Service (MaaS), enabling users to actively participate and benefit from their contributions.","San Francisco, CA",www.exabits.ai
858,FarmHQ,,Early Stage VC,Series A,,,Upcoming,Privately Held (backing),Venture Capital-Backed,"The company is reportedly seeking an undisclosed amount of Series A venture funding as of March 11, 2024. Previously, the company raised $4.75 million of seed funding from Lowercarbon Capital, Fortson VC and Tacoma Venture Fund on March 8, 2024. Other undisclosed investors also participated in the round.","Arnold Ventures, Fortson VC, Lowercarbon Capital, Tacoma Venture Fund, Voyager Capital, Will Canine",,Electronic Equipment and Instruments,"Operator of a farm irrigation technology company designed to help farmers simplify and automate their day-to-day work. The company's technology offers control for irrigation reels and pumps via mobile and offers an online dashboard for access to the status information or detailed irrigation records, enabling farmers to monitor and control their mobile irrigation systems in real-time.","Burlington, WA",www.farmhq.com
859,Faye (Services (B2C Non-Financial)),01-Mar-2024,Seed Round,Seed Round,,,Completed,Privately Held (backing),Venture Capital-Backed,The company raised an undisclosed amount of pre-seed funding from Springbank Collective in approximately March 2024.,Springbank Collective,,Other Services (B2C Non-Financial),"Operator of a family assistant platform intended to pair local assistants with busy families. The company's platform offers a tracker for completed tasks, upcoming events, and appointments, and uploading passwords and credit cards, helping families with day-to-day tasks.","New York, NY",www.findfaye.com
860,First Place Pediatrics,06-Feb-2024,Seed Round,Seed Round,,,Announced/In Progress,Privately Held (no backing),Pending Transaction (VC),"The company is in the process of raising seed funding as of February 6, 2024.",,,Other Commercial Products,The company is currently operating in stealth mode.,"Austin, TX",www.firstplacepediatrics.com
861,Flyers Cocktail,01-Apr-2024,Seed Round,Seed Round,,,Completed,Privately Held (backing),Venture Capital-Backed,"The company raised an undisclosed amount of seed funding in a deal led by Delta Emerald Ventures on April 1, 2024. Future Five and Mindset Capital also participated in the round. The funds will be used to strengthen the company's distributor network nationwide, enhance sales force, launch compelling new products and fortify its position in the hemp THC beverage market.","Delta Emerald Ventures, Future Five, Mindset Capital",,Beverages,"Producer of cannabis-infused cocktails intended to provide customers with a safe and enjoyable way to consume cannabis. The company's cocktails are made with good-quality ingredients, are alcohol-free, have low calories and sugar and contain no artificial flavors or colors, enabling customers to experience the benefits of cannabis without the negative side effects of alcohol.","New York, NY",www.drinkflyers.com
862,FREZENT Biological Solutions,15-Feb-2024,Seed Round,Seed Round,,,Completed,Privately Held (backing),Venture Capital-Backed,"The company raised an undisclosed amount of seed funding from SOSV and IndieBio on February 15, 2024.","IndieBio, National Science Foundation, Small Business Innovation Research and Small Business Technology Transfer Programs, SOSV",,Drug Delivery,"Developer of cancer therapies intended to help advanced stage patients. The company is developing biological inhibitors of cancer-specific lipid metabolism and these can be applied to target dormant cells, enabling doctors to prevent their reactivation.","New York, NY",www.frezent.com
863,Fusaware,01-Jan-2024,Seed Round,Seed Round,,,Completed,Privately Held (backing),Venture Capital-Backed,The company raised an undisclosed amount of seed funding from Kickstart Fund in approximately January 2024.,Kickstart Fund,,Other Commercial Products,The company is currently operating in stealth mode.,"Ferndale, MI",www.fusaware.com
864,GAGE,31-Jan-2024,Seed Round,Seed Round,,,Completed,Privately Held (backing),Venture Capital-Backed,"The company raised an undisclosed amount of seed funding in a deal led by Eagle Venture Fund on January 31, 2024. Other angel investors also participated in the round. The funds will be used for additional platform feature development for both the employees and businesses, as well as growing their sales force and integrations.",Eagle Venture Fund,,Business/Productivity Software,"Developer of workplace recognition system platform designed to help measure and track team and individual performance, and employee recognition, and improve workplace culture through positive and real-time feedback. The company's platform leverages a personal universal employment score that helps employers by providing critical tools to be efficient leaders and managers, enabling employers to attract, develop, and retain employees while providing feedback and growth opportunities.","St. Simons Island, GA",www.gagework.com
865,Galaxy Labs,05-Mar-2024,Seed Round,Seed Round,,,Announced/In Progress,Privately Held (no backing),Corporation,"The company is in the process of raising $3 million of seed funding as of March 5, 2024. Previously, the company was capitalized with $9 million in funding from Michelle Ringold and Rick Ringold on an undisclosed date. The company is being actively tracked by PitchBook.",,,Education and Training Services (B2B),"Producer of high-quality craft cannabis intended to enhance consumer appreciation and experience. The company offers cannabis product through strategic small batch harvests of the cultivars with proprietary genetics and is also assisting in the development of the community including the formation and continued support of community-sponsored agriculture programs, enabling people to enjoy transformative moments.","Mokena, IL",www.galaxylabscraft.com
866,Generation Lab,30-Jan-2024,Seed Round,Seed Round,,,Completed,Privately Held (backing),Venture Capital-Backed,"The company raised an undisclosed amount of pre-seed funding from Transpose Platform Management and other undisclosed individual investors on January 30, 2024. The funding will be used to go towards product development and scaling the team to meet demand: it already has more than 1,000 people on the waitlist for a kit and 12 clinic partnerships so far.",Transpose Platform Management,,Laboratory Services (Healthcare),"Provider of biological age testing services intended to reveal the body's true biological age. The company offers clinical-grade longevity reports and health span data analysis based on the latest genomic research, enabling doctors to optimize specific health areas.","New Castle, DE",www.generationlab.co
867,Generative SEO,04-Jan-2024,Seed Round,Seed Round,,,Announced/In Progress,Privately Held (no backing),Corporation,"The company is in the process of raising seed funding on January 4, 2024.",,,Media and Information Services (B2B),"Operator of a digital marketing company intended to help companies manage their digital presence. The company specializes in a new type of SEO called generative SEO, which optimizes websites, organization brands, personal brands, and content for generative AI and search generative experience, thus increasing the digital presence and footprint for the companies.","Sheridan, WY",www.searchgen.ai
868,Generous Energy,15-Feb-2024,Seed Round,Seed Round,,,Completed,Privately Held (backing),Venture Capital-Backed,"The company raised an undisclosed amount of seed funding in a deal led by Deciens Capital on February 15, 2024.",Deciens Capital,,Business/Productivity Software,"Developer of AI-based energy software headquartered in San Francisco, California.","San Francisco, CA",www.generous.energy
869,GetDynasty,31-Jan-2024,Seed Round,Seed Round,,,Completed,Privately Held (backing),Venture Capital-Backed,"The company raised an undisclosed amount of seed funding from the Trust Fund, Alumni Ventures, and Soma Capital on January 31, 2024. William Ackman, Henry Ward, Nina Fairbairn, Jerry Murdock, Liu Jiang, and Arjun Sethi also participated in the round.","Alumni Ventures, Arjun Sethi, Henry Ward, Jerry Murdock, K5 Global, Liu Jiang, Nina Fairbairn, Soma Capital, Trust Fund, William Ackman",,Other Services (B2C Non-Financial),"Developer of a defensible living trust creation platform designed to be securely stored in bank-grade vaults. The company's platform offers simple processes, visualization, secure and safe storage, free creation and download, fully remote execution and easy updates, enabling clients to notarize their documents online.","San Jose, CA",www.getdynasty.com
870,GoodLynx,01-Apr-2024,Seed Round,Seed Round,,,Completed,Privately Held (backing),Venture Capital-Backed,The company raised an undisclosed amount of pre-seed funding from Virta Ventures in approximately April 2024.,Virta Ventures,,Energy Marketing,"Operator of a climate technology firm intended to streamline tax credit monetization and expand financing through a seamless platform. The company offers clean energy tax credit placement, transaction management, project financing, compliance management, and climate finance advisory, enabling clients to catalyze a technological transformation across the US energy sector.","New York, NY",www.goodlynx.com
871,Gradient Protocol,,Early Stage VC,,,,Upcoming,Privately Held (backing),Venture Capital-Backed,"The company is reportedly seeking an undisclosed amount of venture funding from Fjord Foundry. The funds will be used to scale up the protocol's validation capacity, open up new validators, fund the liquidity of the GDT token, and support marketing and developmental activities to strengthen the protocol's growth. Previously, the company raised $150,000 of seed funding from undisclosed investors on March 28, 2024. The company is being actively tracked by PitchBook.",Fjord Foundry,,Other Financial Services,"Operator of a liquid staking platform intended to set the stage for the liquid staking landscape within the bittensor network. The company's platform leverages the power of decentralized staking methods, enabling users to earn rewards and stay frosty in the DeFi space, all while the investments keep growing.","New York, NY",www.gradientprotocol.io
872,Green Mountain Firewood,22-Jan-2024,Seed Round,Seed Round,,,Announced/In Progress,Privately Held (no backing),Pending Transaction (VC),"The company raised $1 million of seed funding from undisclosed investors on August 26, 2022. The company was in talks to receive $1 million of seed funding on August 26, 2022. Subsequently, the deal was cancelled. The company is actively tracked by PitchBook",,,Other Forestry,"Developer of a firewood products designed to offer a quality fire experience by providing a line of natural chemical-free logs. The company's products offer bug-free, infestation-free, and mold-free logs that are made with aromatic hardwood sawdust recycled from the timber industry, and are free from any waxes, chemicals, or harmful binders, enabling customers to procure firewood that is portable and creates low to no smoke and ash.","Hingham, MA",www.greenmountainfirewood.com
873,GreenT Climate Software,01-Mar-2024,Seed Round,Seed Round,,,Completed,Privately Held (backing),Venture Capital-Backed,The company raised an undisclosed amount of seed funding from Cascade Seed Fund in approximately March 2024.,Cascade Seed Fund,,Environmental Services (B2B),"Operator of a climate technology platform intended to provide efficient carbon reduction methods. The company's platform specializes in managing, tracking, and reporting sustainability actions, enabling its clients to stay proactive and compliant with regulations and avoid financial repercussions.","Bend, OR",www.greentclimate.com
